name,clanscore
KAI HIWATARI,1632
emnil007,482
Eleiken,932
arggggggah,642
Yash,492
kking,411
kindstonge17,947
gautam,218
raful,205
Rider_22,560
Grandpa1,625
JIREN,222
Joyotri,841
Rafael,218
GOD OF UNDEAD,261
Admiral-V,203
jai hind,352
Díjú bháí,265
madsjeet,513
jacob,261
VSL_SMIT...√,215
fail_org,438
Ballistaaa,387
LordHoodAs,260
devil recite,288
arshul,287
jonpai,313
Born to be King,282
