name,clanscore
KAI HIWATARI,1588
emnil007,482
Eleiken,894
arggggggah,642
Yash,486
kking,411
kindstonge17,912
gautam,203
raful,204
Rider_22,531
Grandpa1,580
Joyotri,800
GOD OF UNDEAD,236
Admiral-V,203
jai hind,352
Díjú bháí,265
madsjeet,513
jacob,261
VSL_SMIT...√,215
fail_org,438
Ballistaaa,387
LordHoodAs,260
devil recite,288
arshul,287
jonpai,313
Born to be King,282
