name,warattack,clancapital,clangames,clangamesmaxed
KAI HIWATARI,18,24,1,0
Chief,0,0,0,0
emnil007,0,0,0,0
Eleiken,8,12,0,0
arggggggah,0,0,0,0
Noob3,0,0,0,0
Yash,0,6,0,0
kking,0,0,0,0
kindstonge17,15,14,1,0
Dewan,6,1,1,0
gautam,0,0,0,0
raful,0,0,0,0
Rider_22,8,12,1,0
Grandpa1,19,22,1,1
mare,1,0,0,0
JIREN,0,0,0,0
Joyotri,14,24,1,1
