name,warattack,clancapital,clangames,clangamesmaxed
KAI HIWATARI,13,24,1,0
Chief,0,0,0,0
emnil007,0,0,0,0
Eleiken,6,24,0,0
arggggggah,0,10,0,0
Noob3,0,0,0,0
Yash,0,0,0,0
kking,0,0,0,0
kindstonge17,13,21,1,1
Dewan,0,0,1,1
gautam,2,12,0,0
raful,0,0,0,0
Rider_22,2,6,1,0
Grandpa1,15,24,1,1
mare,4,0,0,0
JIREN,0,6,0,0
