name,warattack,clancapital,clangames,clangamesmaxed
KAI HIWATARI,20,24,1,0
Chief,0,0,0,0
emnil007,0,0,0,0
Eleiken,1,0,0,0
arggggggah,0,0,0,0
Noob3,0,0,0,0
Yash,0,4,0,0
kking,0,0,0,0
kindstonge17,9,19,1,0
Dewan,3,1,1,0
gautam,0,0,0,0
raful,0,0,0,0
Rider_22,15,16,1,0
Grandpa1,15,18,1,1
mare,0,0,0,0
JIREN,2,6,1,1
Joyotri,14,23,1,1
