name,warattack,clancapital,clangames,clangamesmaxed
KAI HIWATARI,17,30,1,0
Chief,0,0,1,0
emnil007,1,0,0,0
Eleiken,5,0,1,0
arggggggah,0,17,0,0
Noob3,0,0,0,0
Yash,0,0,0,0
Joyotri,12,29,1,1
kking,0,0,0,0
kindstonge17,17,22,1,0
Dewan,0,0,1,0
gautam,0,15,1,0
raful,0,0,0,0
Flix-Flop,0,0,0,0
*..flow..*,0,0,0,0
2ndprototype,0,6,0,0
Rider_22,13,30,1,0
DmonOP,0,0,0,0
Grandpa1,17,30,1,1
™KingShid™^^,0,0,0,0
mare,0,12,0,0
lord tuskiee,0,6,0,0
JIREN,9,24,0,0
SPARSH☆,10,23,1,1
MALAY,0,0,0,0
may thae,0,0,0,0
