name,warattack,clancapital,clangames,clangamesmaxed
KAI HIWATARI,15,24,1,1
Chief,0,0,0,0
emnil007,1,6,0,0
Eleiken,10,18,0,0
arggggggah,0,23,0,0
Noob3,0,0,0,0
Yash,0,0,0,0
Joyotri,8,24,1,1
kking,0,0,0,0
kindstonge17,16,21,1,1
Dewan,0,0,1,0
gautam,0,6,1,0
raful,4,0,0,0
Flix-Flop,0,0,0,0
*..flow..*,0,0,0,0
2ndprototype,0,0,0,0
Rider_22,13,23,1,1
DmonOP,0,0,0,0
Grandpa1,13,24,1,1
™KingShid™^^,0,6,0,0
mare,0,6,0,0
lord tuskiee,1,16,0,0
JIREN,8,24,1,0
