name,warattack,clancapital,clangames,clangamesmaxed
KAI HIWATARI,18,24,1,0
Chief,0,0,0,0
emnil007,0,0,0,0
Eleiken,2,0,1,0
arggggggah,0,0,0,0
Noob3,0,0,0,0
Yash,0,0,0,0
kking,0,0,0,0
kindstonge17,16,17,1,0
Dewan,0,0,1,0
gautam,0,0,0,0
raful,0,0,0,0
Rider_22,10,16,0,0
Grandpa1,18,24,1,1
mare,0,0,0,0
JIREN,11,24,1,0
Joyotri,16,24,1,0
Rafael,12,24,1,0
