name,warattack,clancapital,clangames,clangamesmaxed
KAI HIWATARI,17,24,1,1
Chief,0,0,0,0
emnil007,0,0,0,0
Eleiken,13,12,1,1
arggggggah,0,23,0,0
Noob3,0,0,0,0
Yash,0,6,0,0
Joyotri,10,24,1,1
kking,0,0,0,0
kindstonge17,17,24,1,1
Dewan,0,1,0,0
gautam,0,6,0,0
raful,0,0,0,0
Flix-Flop,0,0,0,0
*..flow..*,0,0,0,0
2ndprototype,1,6,0,0
Rider_22,15,22,1,1
DmonOP,0,0,0,0
Grandpa1,14,24,1,1
™KingShid™^^,0,0,0,0
mare,0,0,0,0
lord tuskiee,3,6,1,0
dragonsaregood,0,0,0,0
