name,warattack,clancapital,clangames,clangamesmaxed
KAI HIWATARI,19,24,1,0
Chief,0,0,1,0
emnil007,0,0,0,0
Eleiken,7,18,1,0
arggggggah,0,0,0,0
Noob3,0,0,0,0
Yash,0,6,0,0
kking,0,0,0,0
kindstonge17,14,24,1,0
Dewan,2,0,1,0
gautam,0,5,0,0
raful,0,0,0,0
Rider_22,6,16,1,1
Grandpa1,16,30,1,1
mare,0,6,0,0
JIREN,0,10,0,0
