name,warattack,clancapital,clangames,clangamesmaxed
KAI HIWATARI,18,24,1,0
Chief,0,0,1,0
emnil007,1,0,0,0
Eleiken,1,12,0,0
arggggggah,0,15,0,0
Noob3,0,0,0,0
Yash,0,11,0,0
Joyotri,14,24,1,1
kking,0,0,0,0
kindstonge17,19,24,0,1
Dewan,3,0,1,1
gautam,4,15,0,0
raful,0,0,0,0
2ndprototype,0,0,0,0
Rider_22,6,9,0,0
DmonOP,0,0,0,0
Grandpa1,18,24,1,1
mare,8,12,1,0
lord tuskiee,0,0,0,0
JIREN,2,3,0,0
may thae,0,0,0,0
