name,warattack,clancapital,clangames,clangamesmaxed
KAI HIWATARI,19,24,1,0
Chief,0,0,0,0
emnil007,0,0,0,0
Eleiken,13,24,1,0
arggggggah,0,0,0,0
Noob3,0,0,0,0
Yash,0,6,0,0
kking,0,0,0,0
kindstonge17,14,20,1,0
Dewan,0,0,1,0
gautam,1,12,1,1
raful,1,0,0,0
Rider_22,7,20,1,1
Grandpa1,19,24,1,1
mare,0,0,0,0
JIREN,11,24,1,0
Joyotri,16,23,1,1
Rafael,7,12,0,0
GOD OF UNDEAD,0,24,1,0
