name,warattack,clancapital,clangames,clangamesmaxed
KAI HIWATARI,17,30,1,0
Chief,0,0,1,0
emnil007,0,0,0,0
Eleiken,10,18,0,0
arggggggah,0,0,0,0
Noob3,0,0,0,0
Yash,0,18,0,0
kking,0,0,0,0
kindstonge17,14,18,1,0
Dewan,2,0,1,0
gautam,0,18,1,0
raful,0,0,0,0
Rider_22,5,16,1,0
Grandpa1,16,30,1,1
mare,0,0,0,0
JIREN,7,28,1,0
Joyotri,13,24,1,0
Rafael,0,0,0,0
GOD OF UNDEAD,0,30,1,0
T-REX,4,6,1,0
flameboy5050,6,19,0,0
You,7,19,1,1
Prachit123,7,0,0,0
COPY_KAKASHI,6,24,0,0
